Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level1Count,Level1Percentage,Level2Count,Level2Percentage,Level3Count,Level3Percentage,Level4Count,Level4Percentage,Level3And4Count,Level3And4Percentage
QUEENS,8,2014,Hispanic,6926,294,2072,29.9,3110,44.9,1347,19.4,397,5.7,1744,25.2
QUEENS,8,2014,White,2834,312,428,15.1,1027,36.2,909,32.1,470,16.6,1379,48.7
QUEENS,8,2015,Asian,5708,316,757,13.3,1765,30.9,2054,36,1132,19.8,3186,55.8
QUEENS,8,2015,Black,3913,292,1303,33.3,1700,43.4,756,19.3,154,3.9,910,23.3
QUEENS,8,2015,Hispanic,7191,297,1965,27.3,3192,44.4,1614,22.4,420,5.8,2034,28.3
QUEENS,8,2015,White,2672,312,413,15.5,938,35.1,865,32.4,456,17.1,1321,49.4
QUEENS,All Grades,2013,Asian,34692,315,5665,16.3,12032,34.7,10917,31.5,6078,17.5,16995,49
QUEENS,All Grades,2013,Black,23546,290,9807,41.7,9503,40.4,3380,14.4,856,3.6,4236,18
QUEENS,All Grades,2013,Hispanic,43911,294,16032,36.5,18399,41.9,7565,17.2,1915,4.4,9480,21.6
QUEENS,All Grades,2013,White,16822,311,3242,19.3,6285,37.4,4877,29,2418,14.4,7295,43.4
QUEENS,All Grades,2014,Asian,34707,314,5640,16.3,11665,33.6,10994,31.7,6408,18.5,17402,50.1
QUEENS,All Grades,2014,Black,22124,291,8769,39.6,8853,40,3563,16.1,939,4.2,4502,20.3
QUEENS,All Grades,2014,Hispanic,44505,294,15700,35.3,18548,41.7,8134,18.3,2123,4.8,10257,23
QUEENS,All Grades,2014,White,16650,311,3140,18.9,5939,35.7,5011,30.1,2560,15.4,7571,45.5
QUEENS,All Grades,2015,Asian,34649,317,5128,14.8,11130,32.1,11283,32.6,7108,20.5,18391,53.1
QUEENS,All Grades,2015,Black,21094,292,8192,38.8,8420,39.9,3481,16.5,1001,4.7,4482,21.2
QUEENS,All Grades,2015,Hispanic,44979,295,15516,34.5,18258,40.6,8683,19.3,2522,5.6,11205,24.9
QUEENS,All Grades,2015,White,16276,312,3022,18.6,5645,34.7,4932,30.3,2677,16.4,7609,46.7
STATEN ISLAND,3,2013,Asian,321,320,43,13.4,101,31.5,141,43.9,36,11.2,177,55.1
STATEN ISLAND,3,2013,Black,619,285,335,54.1,193,31.2,88,14.2,3,0.5,91,14.7
STATEN ISLAND,3,2013,Hispanic,1181,293,493,41.7,440,37.3,228,19.3,20,1.7,248,21
STATEN ISLAND,3,2013,White,2428,309,563,23.2,885,36.4,866,35.7,114,4.7,980,40.4
STATEN ISLAND,3,2014,Asian,302,322,46,15.2,85,28.1,128,42.4,43,14.2,171,56.6
STATEN ISLAND,3,2014,Black,546,289,264,48.4,163,29.9,109,20,10,1.8,119,21.8
STATEN ISLAND,3,2014,Hispanic,1232,291,541,43.9,392,31.8,266,21.6,33,2.7,299,24.3
STATEN ISLAND,3,2014,White,2295,308,557,24.3,748,32.6,860,37.5,130,5.7,990,43.1
STATEN ISLAND,3,2015,Asian,327,317,49,15,116,35.5,131,40.1,31,9.5,162,49.5
STATEN ISLAND,3,2015,Black,564,286,293,52,167,29.6,88,15.6,16,2.8,104,18.4
STATEN ISLAND,3,2015,Hispanic,1317,291,591,44.9,418,31.7,267,20.3,41,3.1,308,23.4
STATEN ISLAND,3,2015,White,2254,311,507,22.5,747,33.1,798,35.4,202,9,1000,44.4
STATEN ISLAND,4,2013,Asian,353,315,47,13.3,139,39.4,97,27.5,70,19.8,167,47.3
STATEN ISLAND,4,2013,Black,622,286,286,46,240,38.6,76,12.2,20,3.2,96,15.4
STATEN ISLAND,4,2013,Hispanic,1170,289,502,42.9,466,39.8,160,13.7,42,3.6,202,17.3
STATEN ISLAND,4,2013,White,2505,309,463,18.5,1024,40.9,707,28.2,311,12.4,1018,40.6
STATEN ISLAND,4,2014,Asian,321,321,41,12.8,92,28.7,98,30.5,90,28,188,58.6
STATEN ISLAND,4,2014,Black,563,288,244,43.3,216,38.4,83,14.7,20,3.6,103,18.3
STATEN ISLAND,4,2014,Hispanic,1146,293,419,36.6,476,41.5,192,16.8,59,5.1,251,21.9
STATEN ISLAND,4,2014,White,2378,310,434,18.3,921,38.7,682,28.7,341,14.3,1023,43
STATEN ISLAND,4,2015,Asian,309,323,29,9.4,101,32.7,87,28.2,92,29.8,179,57.9
STATEN ISLAND,4,2015,Black,529,290,207,39.1,213,40.3,80,15.1,29,5.5,109,20.6
STATEN ISLAND,4,2015,Hispanic,1216,293,433,35.6,510,41.9,208,17.1,65,5.3,273,22.5
STATEN ISLAND,4,2015,White,2251,312,425,18.9,793,35.2,630,28,403,17.9,1033,45.9
STATEN ISLAND,5,2013,Asian,398,324,45,11.3,123,30.9,129,32.4,101,25.4,230,57.8
STATEN ISLAND,5,2013,Black,627,289,288,45.9,235,37.5,85,13.6,19,3,104,16.6
STATEN ISLAND,5,2013,Hispanic,1149,291,487,42.4,444,38.6,176,15.3,42,3.7,218,19
STATEN ISLAND,5,2013,White,2386,310,495,20.7,910,38.1,710,29.8,271,11.4,981,41.1
STATEN ISLAND,5,2014,Asian,344,319,44,12.8,120,34.9,106,30.8,74,21.5,180,52.3
STATEN ISLAND,5,2014,Black,597,288,273,45.7,225,37.7,84,14.1,15,2.5,99,16.6
STATEN ISLAND,5,2014,Hispanic,1183,292,479,40.5,485,41,153,12.9,66,5.6,219,18.5
STATEN ISLAND,5,2014,White,2459,310,505,20.5,929,37.8,687,27.9,338,13.7,1025,41.7
STATEN ISLAND,5,2015,Asian,334,323,32,9.6,96,28.7,120,35.9,86,25.7,206,61.7
